Term	Index
GO:0019208	979
GO:1990624	980
GO:1990609	981
GO:0035034	982
GO:0042349	983
GO:0042979	984
GO:0060308	985
GO:0097713	986
GO:0035033	987
GO:0008047	988
GO:0055103	989
GO:0099103	990
GO:0001671	991
GO:0000513	992
GO:0140537	993
GO:0099106	994
GO:0000774	995
GO:0140486	996
GO:0140314	997
GO:0140315	998
GO:0140320	999
GO:0140550	1000
GO:0032935	1001
GO:1990760	1002
GO:0140786	1003
GO:0120286	1004
GO:0120285	1005
GO:0106219	1006
GO:0097077	1007
GO:0140482	1008
GO:0097063	1009
GO:0061891	1010
GO:0034188	1011
GO:0070506	1012
GO:0005041	1013
GO:0030229	1014
GO:0150025	1015
GO:0030023	1016
GO:0035804	1017
GO:0150043	1018
GO:0030197	1019
GO:0030021	1020
GO:0030020	1021
GO:1990915	1022
GO:0042329	1023
GO:0005214	1024
GO:0099181	1025
GO:0099186	1026
GO:0098882	1027
GO:0098973	1028
GO:0098699	1029
GO:0099184	1030
GO:0016689	1031
GO:0052750	1032
GO:0051920	1033
GO:0033196	1034
GO:0004602	1035
GO:0047066	1036
GO:0050137	1037
GO:0004130	1038
GO:0047888	1039
GO:0004096	1040
GO:0019806	1041
GO:0036393	1042
GO:0016691	1043
GO:0016692	1044
GO:0140825	1045
GO:0072541	1046
GO:0004447	1047
GO:0016690	1048
GO:0016688	1049
GO:0140306	1050
GO:0008320	1051
GO:0015245	1052
GO:0046624	1053
GO:0005324	1054
GO:0042897	1055
GO:0120013	1056
GO:0015221	1057
GO:1905201	1058
GO:0015248	1059
GO:0071714	1060
GO:0015125	1061
GO:0005548	1062
GO:0140303	1063
GO:0034632	1064
GO:0090440	1065
GO:0015621	1066
GO:0019534	1067
GO:0072349	1068
GO:1901515	1069
GO:0022803	1070
GO:1901682	1071
GO:1901702	1072
GO:0090482	1073
GO:0005275	1074
GO:0022884	1075
GO:0015605	1076
GO:1901505	1077
GO:0017077	1078
GO:0035379	1079
GO:0015932	1080
GO:0015224	1081
GO:0033569	1082
GO:0022804	1083
GO:0015567	1084
GO:0015343	1085
GO:1901618	1086
GO:0015548	1087
GO:0005326	1088
GO:0015203	1089
GO:0042910	1090
GO:0010290	1091
GO:0015144	1092
GO:0015603	1093
GO:0005342	1094
GO:0022809	1095
GO:0042887	1096
GO:1901513	1097
GO:0015545	1098
GO:0080161	1099
GO:0015075	1100
GO:0015318	1101
GO:0015205	1102
GO:0015562	1103
GO:0015232	1104
GO:1901375	1105
GO:1901474	1106
GO:0000332	1107
GO:0004895	1108
GO:0003707	1109
GO:0050785	1110
GO:0004879	1111
GO:0042071	1112
GO:0030594	1113
GO:0030377	1114
GO:0070053	1115
GO:0009881	1116
GO:0038181	1117
GO:0001565	1118
GO:1990725	1119
GO:0038198	1120
GO:0015026	1121
GO:0001653	1122
GO:0140375	1123
GO:0038199	1124
GO:0016500	1125
GO:0005030	1126
GO:0038187	1127
GO:0030373	1128
GO:0004888	1129
GO:0008036	1130
GO:0062124	1131
GO:0031993	1132
GO:0000901	1133
GO:0000900	1134
GO:0008494	1135
GO:0008135	1136
GO:0140764	1137
GO:1903231	1138
GO:1990606	1139
GO:0001228	1140
GO:0001227	1141
GO:0106250	1142
GO:0030374	1143
GO:0140536	1144
GO:0016989	1145
GO:0140586	1146
GO:0140585	1147
GO:0140768	1148
GO:1990756	1149
GO:0030159	1150
GO:0005078	1151
GO:0008269	1152
GO:0140566	1153
GO:0140443	1154
GO:0106006	1155
GO:0062241	1156
GO:0140444	1157
GO:0140449	1158
GO:1990919	1159
GO:0140506	1160
GO:0140580	1161
GO:0140707	1162
GO:0140473	1163
GO:0140474	1164
GO:0106166	1165
GO:0035615	1166
GO:0140475	1167
GO:0016532	1168
GO:0000511	1169
GO:0000510	1170
GO:0010181	1171
GO:0032555	1172
GO:0120233	1173
GO:0032557	1174
GO:0001884	1175
GO:0001883	1176
GO:0032549	1177
GO:0032546	1178
GO:0043208	1179
GO:0034235	1180
GO:0120146	1181
GO:0072571	1182
GO:0045545	1183
GO:0032554	1184
GO:0032556	1185
GO:0042834	1186
GO:0005540	1187
GO:0002060	1188
GO:0002061	1189
GO:0000822	1190
GO:0043533	1191
GO:1903794	1192
GO:0015485	1193
GO:1903877	1194
GO:0035276	1195
GO:0019841	1196
GO:1903875	1197
GO:0070679	1198
GO:1903878	1199
GO:1903880	1200
GO:1903876	1201
GO:0005499	1202
GO:0031419	1203
GO:0016918	1204
GO:0070540	1205
GO:1902051	1206
GO:0001972	1207
GO:0016597	1208
GO:0050647	1209
GO:0070538	1210
GO:0070539	1211
GO:0050544	1212
GO:0050648	1213
GO:1904769	1214
GO:0050646	1215
GO:1902122	1216
GO:1902121	1217
GO:1904767	1218
GO:1902052	1219
GO:0005536	1220
GO:0042806	1221
GO:0070061	1222
GO:2001084	1223
GO:0033222	1224
GO:0033296	1225
GO:0005537	1226
GO:0005534	1227
GO:0030551	1228
GO:0017076	1229
GO:0010429	1230
GO:0050661	1231
GO:0050660	1232
GO:0008327	1233
GO:0019103	1234
GO:0051287	1235
GO:0010428	1236
GO:0098638	1237
GO:0043237	1238
GO:0043035	1239
GO:0031492	1240
GO:0097030	1241
GO:0032408	1242
GO:0032406	1243
GO:0032407	1244
GO:0032405	1245
GO:1990254	1246
GO:0098640	1247
GO:0003786	1248
GO:0070990	1249
GO:1905538	1250
GO:0005047	1251
GO:0030519	1252
GO:0043024	1253
GO:1990275	1254
GO:0043023	1255
GO:1905172	1256
GO:0043022	1257
GO:0043472	1258
GO:0001790	1259
GO:0019864	1260
GO:0001791	1261
GO:0019862	1262
GO:0019863	1263
GO:0071813	1264
GO:0070052	1265
GO:0098639	1266
GO:0023024	1267
GO:0023025	1268
GO:0023026	1269
GO:0034186	1270
GO:0001099	1271
GO:0001108	1272
GO:0042803	1273
GO:0046982	1274
GO:0017098	1275
GO:0005117	1276
GO:0005176	1277
GO:0042615	1278
GO:0005124	1279
GO:1990890	1280
GO:0005115	1281
GO:0039552	1282
GO:0034190	1283
GO:0048019	1284
GO:0030215	1285
GO:0035325	1286
GO:0051427	1287
GO:0048495	1288
GO:0033612	1289
GO:0046875	1290
GO:0097109	1291
GO:0001664	1292
GO:0050811	1293
GO:0005118	1294
GO:0005121	1295
GO:0042609	1296
GO:0042043	1297
GO:0042975	1298
GO:0030156	1299
GO:0005159	1300
GO:0042614	1301
GO:0034987	1302
GO:0090722	1303
GO:0030971	1304
GO:0042287	1305
GO:0033130	1306
GO:0017162	1307
GO:0042610	1308
GO:1990460	1309
GO:0038191	1310
GO:0039556	1311
GO:0070851	1312
GO:0035254	1313
GO:0046703	1314
GO:0005122	1315
GO:0005112	1316
GO:0005126	1317
GO:0043125	1318
GO:1990631	1319
GO:1990459	1320
GO:0030987	1321
GO:0048018	1322
GO:0070325	1323
GO:0005113	1324
GO:0050786	1325
GO:0030370	1326
GO:0140035	1327
GO:0140031	1328
GO:0140032	1329
GO:0140033	1330
GO:0031593	1331
GO:0160002	1332
GO:0140034	1333
GO:0019961	1334
GO:0019979	1335
GO:0070379	1336
GO:0019966	1337
GO:0042009	1338
GO:0042017	1339
GO:0019976	1340
GO:0019977	1341
GO:0042007	1342
GO:0019969	1343
GO:0045512	1344
GO:0035718	1345
GO:0045510	1346
GO:0042013	1347
GO:0070746	1348
GO:0019980	1349
GO:0019956	1350
GO:0042019	1351
GO:0019978	1352
GO:0019981	1353
GO:0002113	1354
GO:0019972	1355
GO:0019975	1356
GO:0043120	1357
GO:0042011	1358
GO:0019973	1359
GO:0019970	1360
GO:0036122	1361
GO:0042015	1362
GO:0051916	1363
GO:0042021	1364
GO:0070119	1365
GO:0019983	1366
GO:0019982	1367
GO:0050431	1368
GO:0061649	1369
GO:0106153	1370
GO:0035064	1371
GO:0070577	1372
GO:0101016	1373
GO:0070984	1374
GO:0061788	1375
GO:0017058	1376
GO:0044198	1377
GO:0031208	1378
GO:1990309	1379
GO:0051425	1380
GO:0051400	1381
GO:0097162	1382
GO:1990310	1383
GO:0070080	1384
GO:0035877	1385
GO:0070976	1386
GO:0032093	1387
GO:0071837	1388
GO:1990175	1389
GO:0050683	1390
GO:0071532	1391
GO:0090542	1392
GO:0070742	1393
GO:0110036	1394
GO:0098750	1395
GO:0032399	1396
GO:0050682	1397
GO:0043398	1398
GO:0042731	1399
GO:0017124	1400
GO:1990525	1401
GO:0032089	1402
GO:0030165	1403
GO:0030274	1404
GO:0050700	1405
GO:1990808	1406
GO:0033149	1407
GO:0035500	1408
GO:0071987	1409
GO:0050692	1410
GO:1990444	1411
GO:0044197	1412
GO:0070974	1413
GO:0035501	1414
GO:0036004	1415
GO:0050733	1416
GO:0071794	1417
GO:0097726	1418
GO:0090736	1419
GO:1990308	1420
GO:0097016	1421
GO:0032090	1422
GO:0050693	1423
GO:0032427	1424
GO:1990311	1425
GO:0036143	1426
GO:0097161	1427
GO:0030275	1428
GO:0030911	1429
GO:1990312	1430
GO:0071906	1431
GO:0071535	1432
GO:0042169	1433
GO:0070975	1434
GO:0090488	1435
GO:0035851	1436
GO:0070513	1437
GO:0050699	1438
GO:1990313	1439
GO:0090541	1440
GO:0051401	1441
GO:0055131	1442
GO:0070087	1443
GO:0070016	1444
GO:0097718	1445
GO:0071551	1446
GO:0120152	1447
GO:0032050	1448
GO:0032051	1449
GO:0044549	1450
GO:0017151	1451
GO:0051020	1452
GO:0032190	1453
GO:0010180	1454
GO:0044390	1455
GO:0044388	1456
GO:0019902	1457
GO:0019900	1458
GO:0002020	1459
GO:1990226	1460
GO:0035375	1461
GO:0070182	1462
GO:0035473	1463
GO:0035226	1464
GO:0032145	1465
GO:0050998	1466
GO:0051117	1467
GO:0044389	1468
GO:0042826	1469
GO:0070063	1470
GO:0031996	1471
GO:0098650	1472
GO:0044547	1473
GO:1990827	1474
GO:0008179	1475
GO:0035035	1476
GO:0043274	1477
GO:0048407	1478
GO:0005520	1479
GO:0017134	1480
GO:0043121	1481
GO:0036458	1482
GO:0038085	1483
GO:0038132	1484
GO:0030544	1485
GO:0051879	1486
GO:0051008	1487
GO:0140296	1488
GO:0140297	1489
GO:0001221	1490
GO:0001864	1491
GO:0001862	1492
GO:0001855	1493
GO:0001851	1494
GO:0001852	1495
