Term	Index
GO:0009677	1402
GO:0140301	1403
GO:0140302	1404
GO:0035043	1405
GO:0007617	1406
GO:0018991	1407
GO:0060746	1408
GO:0000755	1409
GO:0007533	1410
GO:0030437	1411
GO:0071515	1412
GO:0140084	1413
GO:0001542	1414
GO:0001543	1415
GO:0001544	1416
GO:0001545	1417
GO:0001546	1418
GO:0001548	1419
GO:0001550	1420
GO:0001551	1421
GO:0001553	1422
GO:0001554	1423
GO:0042702	1424
GO:0042704	1425
GO:0060112	1426
GO:0061363	1427
GO:0007339	1428
GO:0007320	1429
GO:0007565	1430
GO:0007567	1431
GO:0007618	1432
GO:0046692	1433
GO:0048354	1434
GO:0048574	1435
GO:0048575	1436
GO:0007276	1437
GO:0007341	1438
GO:0009900	1439
GO:0022605	1440
GO:0030728	1441
GO:0042713	1442
GO:0043084	1443
GO:0060135	1444
GO:0060136	1445
GO:0060137	1446
GO:0060138	1447
GO:0061956	1448
GO:0070684	1449
GO:0080001	1450
GO:1990068	1451
GO:0010672	1452
GO:0051038	1453
GO:0051039	1454
GO:0060472	1455
GO:0060517	1456
GO:1904541	1457
GO:0045141	1458
GO:0030317	1459
GO:0097723	1460
GO:0000212	1461
GO:0000706	1462
GO:0000709	1463
GO:0006279	1464
GO:0007131	1465
GO:0016344	1466
GO:0030989	1467
GO:0030999	1468
GO:0031322	1469
GO:0032118	1470
GO:0033206	1471
GO:0033313	1472
GO:0034089	1473
GO:0034090	1474
GO:0034217	1475
GO:0034408	1476
GO:0043935	1477
GO:0044771	1478
GO:0045132	1479
GO:0051026	1480
GO:0051078	1481
GO:0051232	1482
GO:0051257	1483
GO:0051295	1484
GO:0051307	1485
GO:0051311	1486
GO:0051316	1487
GO:0051333	1488
GO:0051755	1489
GO:0051756	1490
GO:0051878	1491
GO:0061982	1492
GO:0061983	1493
GO:0062120	1494
GO:0070192	1495
